1800  1  1    -6.1    -6.1    -6.1 1
1800  1  2   -15.4   -15.4   -15.4 1
1800  1  3   -15.0   -15.0   -15.0 1
1800  1  4   -19.3   -19.3   -19.3 1
1800  1  5   -16.8   -16.8   -16.8 1
1800  1  6   -11.4   -11.4   -11.4 1
1800  1  7    -7.6    -7.6    -7.6 1
1800  1  8    -7.1    -7.1    -7.1 1
1800  1  9   -10.1   -10.1   -10.1 1
1800  1 10    -9.5    -9.5    -9.5 1
1800  1 11    -6.4    -6.4    -6.4 1
1800  1 12    -5.8    -5.8    -5.8 1
1800  1 13    -4.4    -4.4    -4.4 1
1800  2 11    -9.0    -9.0    -9.0 1
1800  2 12    -7.2    -7.2    -7.2 1
1800  2 13    -7.8    -7.8    -7.8 1
1800  2 14    -8.5    -8.5    -8.5 1
1800  2 15    -8.2    -8.2    -8.2 1
1800  2 16    -6.2    -6.2    -6.2 1
1800  2 17    -1.5    -1.5    -1.5 1
1800  2 18    -3.5    -3.5    -3.5 1
1800  2 19    -7.2    -7.2    -7.2 1
1800  2 20    -3.5    -3.5    -3.5 1
1800  2 21    -1.5    -1.5    -1.5 1
1800  2 22    -4.8    -4.8    -4.8 1
1800  2 23    -8.6    -8.6    -8.6 1
1800  2 24   -13.0   -13.0   -13.0 1
1800  2 25   -11.6   -11.6   -11.6 1
1800  2 26   -15.3   -15.3   -15.3 1
1800  2 27   -17.0   -17.0   -17.0 1
1800  2 28   -13.5   -13.5   -13.5 1
1800  3  1    -8.8    -8.8    -8.8 1
1800  3  2    -7.5    -7.5    -7.5 1
1800  3  3    -8.1    -8.1    -8.1 1
1800  3  4   -12.7   -12.7   -12.7 1
1800  3  5   -14.4   -14.4   -14.4 1
1800  3  6   -14.3   -14.3   -14.3 1
1800  3  7    -9.4    -9.4    -9.4 1
1800  3  8    -5.4    -5.4    -5.4 1
1800  3  9   -10.4   -10.4   -10.4 1
1800  3 10    -6.0    -6.0    -6.0 1
1800  3 11    -4.4    -4.4    -4.4 1
1800  3 12    -4.2    -4.2    -4.2 1
1800  3 13    -6.1    -6.1    -6.1 1
1800  4 15     5.2     5.2     5.2 1
1800  4 16     6.2     6.2     6.2 1
1800  4 17     6.2     6.2     6.2 1
1800  4 18     6.5     6.5     6.5 1
1800  4 19     3.8     3.8     3.8 1
1800  4 20     7.7     7.7     7.7 1
1800  4 21     9.3     9.3     9.3 1
1800  4 22    11.3    11.3    11.3 1
1800  4 23    10.3    10.3    10.3 1
1800  4 24    12.8    12.8    12.8 1
1800  4 25     8.7     8.7     8.7 1
1800  4 26     7.9     7.9     7.9 1
1800  4 27     6.3     6.3     6.3 1
1800  4 28     8.0     8.0     8.0 1
1800  4 29     9.0     9.0     9.0 1
1800  4 30     9.5     9.5     9.5 1
1800  5  1     6.2     6.2     6.2 1
1800  5  2     7.2     7.2     7.2 1
1800  5  3    12.0    12.0    12.0 1
1800  5  4    12.1    12.1    12.1 1
1800  5  5    15.4    15.4    15.3 1
1800  5  6    14.1    14.1    14.0 1
1800  5  7     8.7     8.7     8.6 1
1800  5  8     7.7     7.7     7.6 1
1800  5  9     5.1     5.1     5.0 1
1800  5 10     0.4     0.4     0.2 1
1800  6 16     8.3     8.3     7.6 1
1800  6 17     6.2     6.2     5.5 1
1800  6 18     7.0     7.0     6.3 1
1800  6 19    10.6    10.6     9.9 1
1800  6 20    12.1    12.1    11.4 1
1800  6 21    10.3    10.3     9.6 1
1800  6 22    12.4    12.4    11.7 1
1800  6 23    13.1    13.1    12.4 1
1800  6 24    13.7    13.7    13.0 1
1800  6 25    17.1    17.1    16.4 1
1800  6 26    16.0    16.0    15.3 1
1800  6 27    14.1    14.1    13.4 1
1800  6 28    14.5    14.5    13.8 1
1800  6 29    15.1    15.1    14.4 1
1800  6 30    14.0    14.0    13.3 1
1800  7  1    13.0    13.0    12.3 1
1800  7  2    13.7    13.7    13.0 1
1800  7  3    12.2    12.2    11.5 1
1800  7  4    14.3    14.3    13.6 1
1800  7  5    16.1    16.1    15.4 1
1800  7  6    13.7    13.7    13.0 1
1800  7  7    15.8    15.8    15.1 1
1800  7  8    19.4    19.4    18.7 1
1800  7  9    17.9    17.9    17.2 1
1800  7 10    16.3    16.3    15.6 1
1800  7 11    17.5    17.5    16.8 1
1800  7 12    12.8    12.8    12.1 1
1800  7 13    12.6    12.6    11.9 1
1800  8 13    20.5    20.5    20.1 1
1800  8 14    22.1    22.1    21.8 1
1800  8 15    21.1    21.1    20.8 1
1800  8 16    16.0    16.0    15.7 1
1800  8 17    16.7    16.7    16.4 1
1800  8 18    15.7    15.7    15.4 1
1800  8 19    14.3    14.3    14.1 1
1800  8 20    14.9    14.9    14.7 1
1800  8 21    12.0    12.0    11.8 1
1800  8 22    11.4    11.4    11.2 1
1800  8 23    12.9    12.9    12.8 1
1800  8 24    12.4    12.4    12.3 1
1800  8 25    14.5    14.5    14.4 1
1800  8 26    13.6    13.6    13.5 1
1800  8 27    14.6    14.6    14.5 1
1800  8 28    15.8    15.8    15.8 1
1800  8 29    14.5    14.5    14.5 1
1800  8 30    15.0    15.0    15.0 1
1800  8 31    15.7    15.7    15.7 1
1800  9  1    13.4    13.4    13.4 1
1800  9  2    12.4    12.4    12.4 1
1800  9  3    14.5    14.5    14.5 1
1800  9  4    16.4    16.4    16.4 1
1800  9  5     9.8     9.8     9.8 1
1800  9  6    10.0    10.0    10.0 1
1800  9  7     9.8     9.8     9.8 1
1800  9  8    11.8    11.8    11.8 1
1800  9  9    12.8    12.8    12.8 1
1800  9 10    12.6    12.6    12.6 1
1800  9 11    11.1    11.1    11.1 1
1800  9 12    10.8    10.8    10.8 1
1800  9 13    14.4    14.4    14.4 1
1800  9 14    14.5    14.5    14.5 1
1800  9 15    14.9    14.9    14.9 1
1800  9 16    15.6    15.6    15.6 1
1800  9 17    12.1    12.1    12.1 1
1800 10 10    12.3    12.3    12.3 1
1800 10 11    10.2    10.2    10.2 1
1800 10 12     7.2     7.2     7.2 1
1800 10 13     6.6     6.6     6.6 1
1800 10 14     8.6     8.6     8.6 1
1800 10 15     8.9     8.9     8.9 1
1800 10 16     3.7     3.7     3.7 1
1800 10 17     2.2     2.2     2.2 1
1800 10 18     5.5     5.5     5.5 1
1800 10 19     4.7     4.7     4.7 1
1800 10 20     8.2     8.2     8.2 1
1800 10 21     8.9     8.9     8.9 1
1800 10 22     2.2     2.2     2.2 1
1800 10 23    -0.1    -0.1    -0.1 1
1800 10 24     5.2     5.2     5.2 1
1800 10 25    10.2    10.2    10.2 1
1800 10 26     8.2     8.2     8.2 1
1800 10 27     7.2     7.2     7.2 1
1800 10 28     7.1     7.1     7.1 1
1800 10 29     6.4     6.4     6.4 1
1800 10 30     5.7     5.7     5.7 1
1800 10 31     8.9     8.9     8.9 1
1800 11  1     7.0     7.0     7.0 1
1800 11  2     3.5     3.5     3.5 1
1800 11  3     5.6     5.6     5.6 1
1800 11  4     7.6     7.6     7.6 1
1800 11  5     6.9     6.9     6.9 1
1800 11  6     6.6     6.6     6.6 1
1800 11  7     2.7     2.7     2.7 1
1800 11  8     2.7     2.7     2.7 1
1800 11  9     7.1     7.1     7.1 1
1800 11 10     5.7     5.7     5.7 1
1800 11 11     2.7     2.7     2.7 1
1800 11 12     4.4     4.4     4.4 1
1800 11 13     4.5     4.5     4.5 1
1800 11 14     6.6     6.6     6.6 1
1800 11 15     7.0     7.0     7.0 1
1800 11 16     6.1     6.1     6.1 1
1800 11 17     5.6     5.6     5.6 1
1800 11 18     4.2     4.2     4.2 1
1800 11 19    -1.1    -1.1    -1.1 1
1800 10 10    12.3    12.3    12.3 1
1800 10 11    10.2    10.2    10.2 1
1800 10 12     7.2     7.2     7.2 1
1800 10 13     6.6     6.6     6.6 1
1800 10 14     8.6     8.6     8.6 1
1800 10 15     8.9     8.9     8.9 1
1800 10 16     3.7     3.7     3.7 1
1800 10 17     2.2     2.2     2.2 1
1800 10 18     5.5     5.5     5.5 1
1800 10 19     4.7     4.7     4.7 1
1800 10 20     8.2     8.2     8.2 1
1800 10 21     8.9     8.9     8.9 1
1800 10 22     2.2     2.2     2.2 1
1800 10 23    -0.1    -0.1    -0.1 1
1800 10 24     5.2     5.2     5.2 1
1800 10 25    10.2    10.2    10.2 1
1800 10 26     8.2     8.2     8.2 1
1800 10 27     7.2     7.2     7.2 1
1800 10 28     7.1     7.1     7.1 1
1800 10 29     6.4     6.4     6.4 1
1800 10 30     5.7     5.7     5.7 1
1800 10 31     8.9     8.9     8.9 1
1800 11  1     7.0     7.0     7.0 1
1800 11  2     3.5     3.5     3.5 1
1800 11  3     5.6     5.6     5.6 1
1800 11  4     7.6     7.6     7.6 1
1800 11  5     6.9     6.9     6.9 1
1800 11  6     6.6     6.6     6.6 1
1800 11  7     2.7     2.7     2.7 1
1800 11  8     2.7     2.7     2.7 1
1800 11  9     7.1     7.1     7.1 1
1800 11 10     5.7     5.7     5.7 1
1800 11 11     2.7     2.7     2.7 1
1800 11 12     4.4     4.4     4.4 1
1800 11 13     4.5     4.5     4.5 1
1800 11 14     6.6     6.6     6.6 1
1800 11 15     7.0     7.0     7.0 1
1800 11 16     6.1     6.1     6.1 1
1800 11 17     5.6     5.6     5.6 1
1800 11 18     4.2     4.2     4.2 1
1800 11 19    -1.1    -1.1    -1.1 1
